number,site,long,lat,species,sex,date,time,wt,svl,tail,bt,at,month,note_book,time_orig,season,diel,adult,dug,total_v 
19209,KLA,20.43,-27.22,Acontias kgalagadi,J,1970-05-06,19.5,0.5,88,14,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1930,autumn,fossorial,no,no,0.0155
19210,KLA,20.43,-27.22,Acontias kgalagadi,F,1970-05-06,NA,2.3,140,21,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.0645
19211,KLA,20.43,-27.22,Acontias kgalagadi,NA,1970-05-06,NA,1.7,125,19,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.059
19212,KLA,20.43,-27.22,Trachylepis occidentalis,M,1970-05-06,NA,12.7,82,120,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,NA,autumn,diurnal,no,yes,NA
19213,KLA,20.43,-27.22,Trachylepis occidentalis,M,1970-05-06,NA,13.3,85,NA,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,NA,autumn,diurnal,yes,yes,0.25
19216,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,11.13,5,61,NA,34,16.6,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1108,autumn,diurnal,yes,no,0.1
19217,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,11.23,5,61,NA,NA,16.3,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1114,autumn,diurnal,yes,no,0.03
19218,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,11.27,6.5,60,136,NA,16.4,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1116,autumn,diurnal,yes,no,0.03
19219,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,11.27,4.7,62,NA,NA,16.4,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1116,autumn,diurnal,yes,no,0.05
19220,KLA,20.43,-27.22,Acontias kgalagadi,F,1970-05-07,NA,1.5,113,18,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1145
19221,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,11.17,5.7,63,NA,32.3,18.2,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1110,autumn,diurnal,yes,no,0.15
19222,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,11.43,5.2,64,NA,35.5,19.2,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1126,autumn,diurnal,yes,no,0.065
19223,KLA,20.43,-27.22,Agama aculeata,F,1970-05-07,11.57,4.2,49,53,35.7,19.7,5,1.Kalahari-RBH-FieldBook 15002-165073,1134,autumn,diurnal,no,no,0.1
19224,KLA,20.43,-27.22,Pedioplanis lineoocellata,J,1970-05-07,11.7,0.5,32,68,NA,18.5,5,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1142,autumn,diurnal,no,no,0.025
19225,KLA,20.43,-27.22,Pedioplanis lineoocellata,NA,1970-05-07,11.83,0.5,30,65,NA,18.2,5,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1150,autumn,diurnal,no,no,0.005
19226,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,12.03,5.2,59,126,35.9,18.8,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1202,autumn,diurnal,yes,no,0.3
19227,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,12.15,5,61,NA,35.4,18.8,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1209,autumn,diurnal,yes,no,0.1
19228,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,12.33,6.2,64,NA,35.9,19.5,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1220,autumn,diurnal,yes,no,0.07
19229,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,12.55,5.7,65,141,35.6,20.6,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1233,autumn,diurnal,yes,no,0.1
19230,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,12.6,5,58,NA,35.4,19,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1236,autumn,diurnal,yes,no,0.2
19231,KLA,20.43,-27.22,Trachylepis punctulata,F,1970-05-07,14.5,0.7,34,NA,NA,21.3,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1430,autumn,diurnal,no,no,0.005
19232,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,14.75,5,62,137,34.1,20.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1445,autumn,diurnal,yes,no,0.375
19233,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,14.83,4.7,58,134,34,21.3,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1450,autumn,diurnal,yes,no,0.12
19234,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,15.03,4.5,58,126,34.3,21.5,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1502,autumn,diurnal,yes,no,0.2
19235,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,13.73,5.2,64,131,NA,17.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1344,autumn,diurnal,yes,no,0.125
19236,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.75,3.7,56,118,NA,17.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1345,autumn,diurnal,yes,no,0.15
19237,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.77,3.2,53,NA,38.1,17.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1346,autumn,diurnal,yes,no,0.1
19238,KLL,20.43,-26.23,Meroles suborbitalis,J,1970-05-10,13.85,0.5,32,NA,34.7,19.5,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1351,autumn,diurnal,no,no,0.02
19239,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,13.9,3.5,54,NA,36.5,19.9,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1354,autumn,diurnal,yes,no,0.08
19240,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,13.97,4,56,132,36.1,20,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1358,autumn,diurnal,yes,no,0.1
19241,KLA,20.43,-27.22,Acontias kgalagadi,J,1970-05-07,NA,1,89,14,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.118
19242,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,11.67,4.5,60,NA,32.9,17.7,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1140,autumn,diurnal,yes,no,0.05
19243,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,11.93,5,61,NA,35.5,18.2,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1156,autumn,diurnal,yes,no,0.07
19244,KLA,20.43,-27.22,Agama aculeata,J,1970-05-07,11.98,2.2,39,48,36.2,18.2,5,1.Kalahari-RBH-FieldBook 15002-165073,1159,autumn,diurnal,no,no,0.1
19245,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,12.07,5,61,141,34.3,18.8,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1204,autumn,diurnal,yes,no,0.115
19246,KLA,20.43,-27.22,Agama aculeata,M,1970-05-07,12.1,2.5,42,55,33.7,18.8,5,1.Kalahari-RBH-FieldBook 15002-165073,1206,autumn,diurnal,no,no,0.1
19247,KLA,20.43,-27.22,Agama aculeata,M,1970-05-07,12.17,2.5,40,51,34.7,18.3,5,1.Kalahari-RBH-FieldBook 15002-165073,1210,autumn,diurnal,no,no,0.15
19248,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,13.67,4,57,NA,35.2,18.6,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1340,autumn,diurnal,yes,no,0.085
19249,KLA,20.43,-27.22,Meroles suborbitalis,F,1970-05-07,13.75,4.2,57,NA,NA,19.2,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1345,autumn,diurnal,yes,no,0.5
19250,KLA,20.43,-27.22,Pedioplanis lineoocellata,F,1970-05-07,14.08,0.3,25,NA,NA,NA,5,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1405,autumn,diurnal,no,no,0.015
19251,KLA,20.43,-27.22,Pedioplanis lineoocellata,M,1970-05-07,14.22,5.5,61,NA,NA,NA,5,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1413,autumn,diurnal,yes,no,0.2
19252,KLA,20.43,-27.22,Acontias kgalagadi,J,1970-05-07,NA,0.5,78,11,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1535
19253,KLA,20.43,-27.22,Acontias kgalagadi,F,1970-05-07,NA,3.5,159,23,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.0995
19254,KLA,20.43,-27.22,Acontias kgalagadi,J,1970-05-07,NA,0.7,87,12,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.0795
19255,KLA,20.43,-27.22,Trachylepis punctulata,M,1970-05-07,14.75,1.5,42,NA,NA,19.3,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1445,autumn,diurnal,yes,no,0.025
19256,KLA,20.43,-27.22,Meroles suborbitalis,M,1970-05-07,14.82,5.2,62,142,NA,19.2,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1449,autumn,diurnal,yes,no,0.095
19257,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-10,NA,2.3,128,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0
19258,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.43,2,44,NA,35.4,19.6,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1326,autumn,diurnal,no,no,0.045
19259,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.5,0.5,30,70,NA,19.6,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1330,autumn,diurnal,no,no,0.005
19260,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.58,2.5,51,NA,34,18.9,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1335,autumn,diurnal,yes,no,0.065
19261,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,13.63,2.5,50,NA,35.9,19.2,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1338,autumn,diurnal,no,no,0.07
19262,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,13.82,2.3,49,NA,36.5,19.6,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1349,autumn,diurnal,no,no,0.07
19263,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,13.85,4.7,58,NA,35.5,19.6,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1351,autumn,diurnal,yes,no,0.021
19264,KLL,20.43,-26.23,Heliobolus lugubris,J,1970-05-10,14,0.7,34,80,NA,19.8,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1400,autumn,diurnal,no,no,NA
19265,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,1.5,113,18,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.094
19266,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-10,NA,0.7,83,12,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.037
19267,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-10,NA,0.7,90,13,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.033
19268,KLL,20.43,-26.23,Acontias gariepensis,J,1970-05-10,NA,0.5,76,13,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.0465
19269,KLL,20.43,-26.23,Pedioplanis lineoocellata,NA,1970-05-10,14.37,0.3,25,NA,NA,22.3,5,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1422,autumn,diurnal,no,no,0.01
19270,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,2.7,138,20,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.246
19271,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,1.7,125,20,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.068
19272,KLL,20.43,-26.23,Acontias gariepensis,F,1970-05-10,NA,1.2,107,20,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.06
19273,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,3.2,142,21,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.4655
19274,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,14.7,4.7,64,NA,NA,21.3,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1442,autumn,diurnal,yes,no,0.1
19275,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,14.83,3,53,NA,32.4,19.5,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1450,autumn,diurnal,yes,no,0.04
19276,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,14.88,2.3,49,NA,36.6,19.2,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1453,autumn,diurnal,no,no,0.09
19277,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.03,4.5,60,NA,34.4,20.7,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1502,autumn,diurnal,yes,no,0.1
19278,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,15.1,3,52,NA,35.7,20.4,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1506,autumn,diurnal,yes,no,0.16
19279,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.17,3.7,58,NA,35.5,19.9,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1510,autumn,diurnal,yes,no,0.06
19280,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.23,3.5,54,NA,NA,19.8,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1514,autumn,diurnal,yes,no,0.275
19281,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,14.02,3.7,54,NA,34.7,17.4,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1401,autumn,diurnal,yes,no,0.205
19282,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,14.07,0.7,34,NA,29.9,19.5,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1404,autumn,diurnal,no,no,0.07
19283,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-10,14.7,4.2,59,88,36.1,22.1,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1442,autumn,diurnal,no,no,0.01
19284,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,14.93,3.5,53,110,34.9,21.9,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1456,autumn,diurnal,yes,no,0.09
19285,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.07,2.5,52,114,NA,NA,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1504,autumn,diurnal,yes,no,0.095
19286,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.3,2.5,51,112,37,21.3,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1518,autumn,diurnal,yes,no,0.125
19287,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,15.8,3,53,NA,34.4,20.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1548,autumn,diurnal,yes,no,0.14
19288,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,15.88,2,48,NA,NA,22.9,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1553,autumn,diurnal,no,no,0.11
19289,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,15.95,3.2,55,116,35.3,19.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1557,autumn,diurnal,yes,no,0.1
19290,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,16.13,3,53,NA,34,19.6,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1608,autumn,diurnal,yes,no,0.1
19291,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,10.67,4.2,52,NA,31,17.8,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1040,autumn,diurnal,yes,no,0.14
19292,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,10.92,4.5,56,135,32.7,17.7,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1055,autumn,diurnal,yes,no,0.015
19293,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,11.03,13.5,86,NA,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1102,autumn,diurnal,yes,no,0.06
19294,KLL,20.43,-26.23,Trachylepis occidentalis,NA,1970-05-11,11.12,6.7,71,NA,31.3,18.6,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1107,autumn,diurnal,no,no,0.075
19295,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,11.23,4,58,NA,NA,18.1,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1114,autumn,diurnal,no,no,0.1
19296,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,11.33,1,101,15,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1120,autumn,fossorial,no,no,0.1705
19297,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,11.58,1.5,116,13,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1135,autumn,fossorial,no,no,0.2035
19298,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,11.5,1.5,111,18,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1130,autumn,fossorial,no,no,0.0085
19299,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,11.58,3,152,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1135,autumn,fossorial,yes,no,0.224
19300,KLL,20.43,-26.23,Agama aculeata,F,1970-05-11,11.72,3.7,48,60,34.3,19.4,5,1.Kalahari-RBH-FieldBook 15002-165073,1143,autumn,diurnal,no,no,0.1
19301,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,15.65,3.7,54,NA,34.8,20,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1539,autumn,diurnal,yes,no,0.2
19302,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,15.77,1.5,43,99,34.3,18.6,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1546,autumn,diurnal,no,no,0.05
19303,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,2,136,20,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.052
19304,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,2.5,137,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.03
19305,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,2,136,20,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.072
19306,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-10,NA,2.7,134,23,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.259
19307,KLL,20.43,-26.23,Pachydactylus wahlbergii,M,1970-05-10,NA,1.5,39,36,NA,NA,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,NA,autumn,nocturnal,no,yes,0.03
19308,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-10,NA,1,94,15,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.0155
19309,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-10,NA,0.5,74,11,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.0265
19310,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-10,NA,1.3,113,16,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.2275
19311,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-05-10,16.6,2.5,52,NA,NA,21,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1636,autumn,diurnal,yes,no,0.05
19312,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-10,16.8,3.5,57,131,NA,21.6,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1648,autumn,diurnal,yes,no,0.045
19313,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,10.7,1.5,44,NA,NA,17.7,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1042,autumn,diurnal,no,yes,0.075
19314,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,11.33,4.5,58,NA,34.1,19.2,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1120,autumn,diurnal,yes,no,0.03
19316,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,NA,3.7,158,23,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.4085
19317,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-11,11.58,3,58,NA,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1135,autumn,diurnal,no,no,0.045
19318,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,11.67,15.3,88,NA,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1140,autumn,diurnal,yes,no,0.25
19319,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,11.67,5,61,93,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1140,autumn,diurnal,no,no,0.15
19320,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,11.72,3,55,NA,NA,19.4,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1143,autumn,diurnal,yes,no,0.03
19321,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,11.77,4,59,NA,35.5,19.3,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1146,autumn,diurnal,yes,no,0.075
19322,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,NA,1.3,110,17,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.115
19323,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,NA,3.5,143,24,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.0465
19324,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,NA,2.5,130,21,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.0135
19325,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,NA,1.3,97,NA,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1555
19326,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,NA,1.5,111,17,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.0695
19327,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,NA,3.2,149,24,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.2625
19328,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,NA,2.5,141,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.025
19329,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,NA,2.7,147,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,yes,no,0.009
19330,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,NA,1.5,108,17,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.158
19331,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,NA,0.5,80,13,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0
19332,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-05-11,NA,1.3,105,15,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.07
19333,KLL,20.43,-26.23,Meroles suborbitalis,M,1970-05-11,12.37,3.3,53,118,34.3,21.6,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1222,autumn,diurnal,yes,no,0.025
19334,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-11,13.55,11,83,NA,35.1,22.2,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1333,autumn,diurnal,yes,no,0.05
19335,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,13.55,14,84,NA,NA,22.2,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1333,autumn,diurnal,yes,no,0.1
19336,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-11,13.62,12.7,90,NA,36.5,23.2,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1337,autumn,diurnal,yes,no,NA
19337,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,13.7,12.3,82,NA,NA,23.3,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1342,autumn,diurnal,yes,no,0.1
19338,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-11,13.8,17.2,98,NA,NA,22.7,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1348,autumn,diurnal,yes,no,0.7
19339,KLL,20.43,-26.23,Trachylepis sparsa,F,1970-05-11,13.87,3.5,57,NA,27.6,22,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1352,autumn,diurnal,no,no,0.125
19340,KLL,20.43,-26.23,Agama aculeata,M,1970-05-11,14,2.5,44,59,36.6,21.6,5,1.Kalahari-RBH-FieldBook 15002-165073,1400,autumn,diurnal,no,no,0.15
19341,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-05-11,12,5.2,60,NA,33.5,22.4,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1200,autumn,diurnal,no,no,0.35
19342,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,12.12,2.5,148,21,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1207,autumn,fossorial,yes,no,0.0855
19343,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,12.12,3,143,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1207,autumn,fossorial,yes,no,0.2495
19344,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-05-11,12.12,2.7,145,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1207,autumn,fossorial,yes,no,0.01
19345,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-05-11,12.12,3.3,148,22,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1207,autumn,fossorial,yes,no,0.388
