number,site,long,lat,species,sex,date,time,wt,svl,tail,bt,at,month,note_book,time_orig,season,diel,adult,dug,total_v 
16567,KLA,20.43,-27.22,Ptenopus garrulus,F,1970-01-31,3.42,2,49,NA,NA,27,1,10.Kalahari-FieldBook-33412-21717.pdf,325,summer,nocturnal,no,no,0.15
16568,KLA,20.43,-27.22,Ptenopus garrulus,F,1970-01-31,3.42,2,47,NA,NA,27,1,10.Kalahari-FieldBook-33412-21717.pdf,325,summer,nocturnal,no,no,0.05
16569,KLA,20.43,-27.22,Ptenopus garrulus,F,1970-01-31,3.42,2.2,52,37,NA,27,1,10.Kalahari-FieldBook-33412-21717.pdf,325,summer,nocturnal,no,no,0.06
16570,KLA,20.43,-27.22,Chondrodactylus angulifer,F,1970-01-31,3.42,9,72,8,NA,27,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,325,summer,nocturnal,no,no,0.3
16571,KLA,20.43,-27.22,Agama aculeata,F,1970-01-31,8.17,38.2,97,118,33,27.9,1,1.Kalahari-RBH-FieldBook 15002-165073,810,summer,diurnal,yes,no,0.4
16573,KLA,20.43,-27.22,Nucras tessellata,NA,1970-01-31,8.82,0.3,36,NA,37.8,27.8,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,849,summer,diurnal,no,no,0.015
16574,KLA,20.43,-27.22,Nucras tessellata,M,1970-01-31,8.92,5.2,68,173,NA,29,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,855,summer,diurnal,yes,no,NA
16575,KLA,20.43,-27.22,Trachylepis occidentalis,F,1970-01-31,9.03,17,98,125,34.3,29.2,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,902,summer,diurnal,yes,no,0.05
16576,KLA,20.43,-27.22,Nucras tessellata,M,1970-01-31,9.67,0.5,40,90,41.1,29.9,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,940,summer,diurnal,no,no,0.025
16578,KLA,20.43,-27.22,Trachylepis occidentalis,F,1970-01-31,10.25,14.2,95,117,37.5,33.2,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1015,summer,diurnal,yes,no,0.1
16579,KLA,20.43,-27.22,Trachylepis punctulata,M,1970-01-31,10.38,0.3,30,NA,NA,NA,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1023,summer,diurnal,no,no,0.005
16580,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-01-31,20.67,14.5,79,65,NA,NA,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2040,summer,nocturnal,no,no,0.4
16581,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-01-31,21.75,9.7,72,55,NA,NA,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2145,summer,nocturnal,no,no,0.265
16582,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-01-31,21.92,8.5,80,59,29,28.4,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2155,summer,nocturnal,no,no,0.2
16583,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,8.78,5,58,124,NA,28.3,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,847,summer,diurnal,yes,no,0.025
16584,KLB,20.27,-27,Trachylepis sparsa,M,1970-02-01,8.85,1.5,46,49,NA,28.3,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,851,summer,diurnal,no,no,0.05
16585,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-01,9,5.7,62,141,39.3,28.7,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,900,summer,diurnal,yes,no,0.075
16586,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,9.28,5.2,63,125,40.2,30.1,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,917,summer,diurnal,yes,no,0.15
16587,KLB,20.27,-27,Trachylepis sparsa,M,1970-02-01,9.5,18.7,91,124,36.4,28.5,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,930,summer,diurnal,yes,no,1.05
16588,KLB,20.27,-27,Trachylepis occidentalis,F,1970-02-01,9.62,14.7,87,143,NA,29.5,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,937,summer,diurnal,yes,no,NA
16589,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-01,9.83,6,62,105,NA,30,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,950,summer,diurnal,yes,no,0.182
16590,KLB,20.27,-27,Trachylepis sparsa,F,1970-02-01,10.17,3.5,57,99,37.3,30.2,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1010,summer,diurnal,no,no,0.19
16591,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-01-31,21.15,14,80,69,27,28.3,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2109,summer,nocturnal,no,no,0.075
16592,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-01-31,21.17,24.5,96,44,26.5,28.6,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2110,summer,nocturnal,no,no,0.3
16593,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,8.97,5,58,130,NA,27.6,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,858,summer,diurnal,yes,no,0.05
16594,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,9.08,6,63,136,NA,27.6,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,905,summer,diurnal,yes,no,0.15
16595,KLB,20.27,-27,Nucras tessellata,M,1970-02-01,9.42,5.7,71,NA,NA,29.5,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,925,summer,diurnal,yes,no,0.1
16596,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-01,9.72,14.2,84,145,35.4,30.6,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,943,summer,diurnal,yes,no,0.15
16597,KLB,20.27,-27,Nucras tessellata,F,1970-02-01,11.33,3.7,67,NA,NA,35.4,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1120,summer,diurnal,yes,no,0.06
16598,KLB,20.27,-27,Trachylepis punctulata,M,1970-02-01,18,1.2,41,NA,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1800,summer,diurnal,yes,no,0.01
16599,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.27,14,86,39,24.6,25,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2116,summer,nocturnal,no,no,0.05
16600,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,21.4,21.2,92,65,25.1,25.9,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2124,summer,nocturnal,no,no,0.01
16601,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-02-01,21.78,1.2,40,42,NA,25.4,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2147,summer,nocturnal,no,no,0.25
16602,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-02-01,21.92,10,73,55,NA,25.2,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2155,summer,nocturnal,no,no,1.1
16603,KLB,20.27,-27,Meroles suborbitalis,M,1970-02-02,8.15,2.5,47,88,34,28.5,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,809,summer,diurnal,no,no,0.025
16604,KLB,20.27,-27,Meroles suborbitalis,F,1970-02-02,8.28,1.5,44,66,34.4,28.3,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,817,summer,diurnal,no,no,0.02
16605,KLB,20.27,-27,Pedioplanis namaquensis,F,1970-02-02,9.9,3.2,54,106,39.6,30.2,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,954,summer,diurnal,yes,no,0.2
16606,KLB,20.27,-27,Pedioplanis namaquensis,M,1970-02-02,9.92,3.5,57,132,39,30.2,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,955,summer,diurnal,yes,no,0.2
16607,KLB,20.27,-27,Meroles suborbitalis,M,1970-02-02,10.28,2.5,47,115,NA,30,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1017,summer,diurnal,no,no,0.175
16608,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-02,10.5,13.7,85,129,NA,30.4,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1030,summer,diurnal,yes,no,0.125
16609,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-02,10.6,14,88,143,37.6,30.6,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1036,summer,diurnal,yes,no,0.2
16611,KLA,20.43,-27.22,Pedioplanis lineoocellata,F,1970-01-31,8.97,4.5,62,127,38.6,29.3,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,858,summer,diurnal,yes,no,0.2
16612,KLA,20.43,-27.22,Trachylepis occidentalis,F,1970-01-31,10.23,6.5,75,121,38,32.4,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1014,summer,diurnal,no,no,0.05
16613,KLA,20.43,-27.22,Pedioplanis lineoocellata,M,1970-01-31,10.38,5,63,141,40.2,32.2,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1023,summer,diurnal,yes,no,0.025
16614,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-01-31,20.63,9.5,72,57,28.4,28.3,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2038,summer,nocturnal,no,no,0.3
16615,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-01-31,20.92,22.7,94,58,27.4,29,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2055,summer,nocturnal,no,no,0.075
16616,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-01-31,21.08,10.2,69,74,37.4,29.7,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2105,summer,nocturnal,no,no,NA
16617,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-01-31,21.17,12.5,76,71,30,29.4,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2110,summer,nocturnal,no,no,0.325
16618,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-01-31,21.28,9.7,70,77,29.6,29.1,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2117,summer,nocturnal,no,no,0.125
16620,KLB,20.27,-27,Trachylepis sparsa,M,1970-02-01,8.65,17.2,91,118,36.2,27.8,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,839,summer,diurnal,yes,no,0.625
16621,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-01,9.37,6,63,145,39.3,31.3,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,922,summer,diurnal,yes,no,0.09
16622,KLB,20.27,-27,Agama aculeata,F,1970-02-01,9.97,33.5,89,106,34.4,31.8,2,1.Kalahari-RBH-FieldBook 15002-165073,958,summer,diurnal,yes,no,0.9
16623,KLB,20.27,-27,Agama aculeata,M,1970-02-01,10.75,53.5,116,170,NA,33,2,1.Kalahari-RBH-FieldBook 15002-165073,1045,summer,diurnal,yes,no,2.2
16624,KLB,20.27,-27,Nucras tessellata,M,1970-02-01,10.9,4,65,NA,40.6,33.4,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1054,summer,diurnal,no,no,0.005
16625,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,11,4,58,112,42.3,34.4,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1100,summer,diurnal,yes,no,0.05
16626,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-01,11.05,6.7,66,145,NA,34.4,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1103,summer,diurnal,yes,no,0.07
16627,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-01,11.25,10.2,76,68,38,33.4,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1115,summer,diurnal,no,no,0.85
16629,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.25,14,85,65,24.4,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2115,summer,nocturnal,no,no,NA
16630,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.55,15,89,63,24.3,25,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2133,summer,nocturnal,no,no,0.2
16631,KLB,20.27,-27,Nucras tessellata,F,1970-02-01,10.25,8.7,85,182,41.1,31.3,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1015,summer,diurnal,yes,no,0.4
16632,KLB,20.27,-27,Nucras tessellata,NA,1970-02-01,10.37,NA,NA,NA,NA,32,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1022,summer,diurnal,yes,no,NA
16633,KLB,20.27,-27,Nucras tessellata,NA,1970-02-01,10.5,0.5,46,NA,41.7,31.2,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1030,summer,diurnal,no,no,0.025
16634,KLB,20.27,-27,Meroles suborbitalis,M,1970-02-01,10.72,0.5,33,NA,NA,32.4,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1043,summer,diurnal,no,no,0.03
16635,KLB,20.27,-27,Nucras tessellata,F,1970-02-01,10.82,5.5,72,NA,NA,32,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1049,summer,diurnal,yes,no,0.3
16636,KLB,20.27,-27,Meroles suborbitalis,F,1970-02-01,10.9,3,51,116,39.6,32.3,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1054,summer,diurnal,yes,no,0.3
16637,KLB,20.27,-27,Nucras tessellata,NA,1970-02-01,10.93,5.5,67,NA,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1056,summer,diurnal,yes,no,NA
16638,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,11.05,5.7,64,126,NA,NA,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1103,summer,diurnal,yes,no,0.17
16639,KLB,20.27,-27,Nucras tessellata,M,1970-02-01,11.17,5.2,69,NA,42.6,33.6,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1110,summer,diurnal,yes,no,0.15
16640,KLB,20.27,-27,Pedioplanis lineoocellata,F,1970-02-01,11.33,4.5,59,113,40,32.7,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1120,summer,diurnal,yes,no,0.095
16641,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-01,11.33,6,65,147,38.6,32.7,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1120,summer,diurnal,yes,no,0.385
16642,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,21.25,23.7,94,60,25,25,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2115,summer,nocturnal,no,no,0.85
16643,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.3,11,78,58,25.4,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2118,summer,nocturnal,no,no,0.2
16644,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.5,20,90,67,24.9,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2130,summer,nocturnal,no,no,0.115
16645,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,21.83,23.5,93,69,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2150,summer,nocturnal,no,no,NA
16646,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,21.92,23.2,95,62,24.7,24.9,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2155,summer,nocturnal,no,no,0.35
16647,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,22,6,64,53,25,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2200,summer,nocturnal,no,no,0.35
16648,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-02-01,22.47,3.7,55,39,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2228,summer,nocturnal,no,no,0.275
16649,KLB,20.27,-27,Chondrodactylus angulifer,M,1970-02-01,22.12,15.7,83,63,24.7,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2207,summer,nocturnal,no,no,0.25
16650,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-02-01,22.42,4.2,55,57,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2225,summer,nocturnal,no,no,0.7
16651,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-02-01,21.72,14.5,76,72,25.4,25.2,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2143,summer,nocturnal,no,no,0.125
16652,KLB,20.27,-27,Chondrodactylus angulifer,F,1970-02-01,21.83,15,90,65,24.1,24.7,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2150,summer,nocturnal,no,no,0.081
16653,KLB,20.27,-27,Chondrodactylus bibronii,F,1970-02-01,22.25,8,64,70,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2215,summer,nocturnal,no,no,0.85
16654,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-02-01,22.33,0.3,34,32,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2220,summer,nocturnal,no,no,0.05
16655,KLB,20.27,-27,Agama aculeata,M,1970-02-02,7.82,21,85,132,26.1,24.2,2,1.Kalahari-RBH-FieldBook 15002-165073,749,summer,diurnal,yes,no,0.6
16656,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-02,8.02,11.5,77,123,32,25.2,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,801,summer,diurnal,no,no,0.05
16657,KLB,20.27,-27,Trachylepis punctulata,F,1970-02-02,8.25,0.5,39,56,NA,26.8,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,815,summer,diurnal,yes,no,0.01
16658,KLB,20.27,-27,Trachylepis occidentalis,F,1970-02-02,8.3,10.5,77,NA,35.2,27,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,818,summer,diurnal,no,no,0.05
16659,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-02,8.42,5.7,62,128,36.9,27.4,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,825,summer,diurnal,yes,no,0.05
16660,KLB,20.27,-27,Trachylepis occidentalis,F,1970-02-02,8.5,0.5,32,40,34.4,27,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,830,summer,diurnal,no,no,0.005
16661,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-02,8.73,10.7,77,NA,36.5,27.3,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,844,summer,diurnal,no,no,0.35
16663,KLB,20.27,-27,Pedioplanis lineoocellata,M,1970-02-02,9.58,6.5,61,148,38.3,28.9,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,935,summer,diurnal,yes,no,0.3
16664,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-02-02,9.75,3.5,49,55,NA,29.8,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,945,summer,nocturnal,no,yes,0.3
16665,KLB,20.27,-27,Pedioplanis lineoocellata,NA,1970-02-02,9.88,5.2,61,128,39.9,29.4,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,953,summer,diurnal,yes,no,0.4
16666,KLB,20.27,-27,Nucras tessellata,M,1970-02-02,10.5,4,61,156,40.3,29.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1030,summer,diurnal,no,no,0.025
16667,KLB,20.27,-27,Pedioplanis lineoocellata,NA,1970-02-02,10.77,5,60,NA,37.7,29.9,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1046,summer,diurnal,yes,no,0.2
16668,KLB,20.27,-27,Pedioplanis lineoocellata,NA,1970-02-02,11.17,5.5,61,147,38.1,30.8,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1110,summer,diurnal,yes,no,0.38
16669,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,13.17,0.5,105,8,NA,28.4,2,1.Kalahari-RBH-FieldBook 15002-165073,1310,summer,fossorial,no,no,0.0835
16670,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,13.2,0.5,104,16,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1312,summer,fossorial,no,no,0.09
16671,KLB,20.27,-27,Trachylepis punctulata,M,1970-02-02,7.92,1.7,44,66,29.8,25.7,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,755,summer,diurnal,yes,no,0.02
16672,KLB,20.27,-27,Trachylepis occidentalis,M,1970-02-02,8.33,14.5,81,141,36,25.1,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,820,summer,diurnal,no,no,0.05
16673,KLB,20.27,-27,Trachylepis occidentalis,F,1970-02-02,8.58,12,81,NA,NA,26.7,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,835,summer,diurnal,no,no,0.1
16674,KLB,20.27,-27,Nucras tessellata,NA,1970-02-02,9.55,0.3,35,NA,NA,28.3,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,933,summer,diurnal,no,no,0.025
16675,KLB,20.27,-27,Nucras tessellata,NA,1970-02-02,9.78,0.5,39,81,NA,29.6,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,947,summer,diurnal,no,no,0.03
16676,KLB,20.27,-27,Pedioplanis namaquensis,F,1970-02-02,9.88,3.2,59,128,37.9,28.5,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,953,summer,diurnal,yes,no,0.1
16677,KLB,20.27,-27,Pedioplanis namaquensis,M,1970-02-02,10.17,3.5,57,135,38.7,29,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1010,summer,diurnal,yes,no,0.25
16678,KLB,20.27,-27,Pedioplanis namaquensis,F,1970-02-02,10.3,3.7,58,133,39.3,29.5,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1018,summer,diurnal,yes,no,0.2
16679,KLB,20.27,-27,Nucras tessellata,M,1970-02-02,10.42,6.5,71,165,40,30.4,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1025,summer,diurnal,yes,no,0.05
16680,KLB,20.27,-27,Pedioplanis lineoocellata,NA,1970-02-02,10.58,5,58,NA,NA,NA,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1035,summer,diurnal,yes,no,0.155
16681,KLB,20.27,-27,Chondrodactylus bibronii,M,1970-02-02,NA,0.3,30,27,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,summer,nocturnal,no,no,NA
16682,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,13,0.2,62,9,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1300,summer,fossorial,no,no,0
16683,KLL,20.43,-26.23,Heliobolus lugubris,F,1970-02-03,13.13,5,58,133,NA,29.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1308,summer,diurnal,yes,no,0.8
16684,KLL,20.43,-26.23,Meroles suborbitalis,F,1970-02-03,13.38,4,61,107,34.2,30.2,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1323,summer,diurnal,yes,no,0.25
16685,KLL,20.43,-26.23,Heliobolus lugubris,J,1970-02-03,13.47,0.2,26,NA,NA,30.2,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1328,summer,diurnal,no,no,0.03
16686,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-02-03,13.67,2.5,139,20,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1340,summer,fossorial,yes,no,0.0825
16687,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-02-03,13.75,1.2,120,16,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1345,summer,fossorial,no,no,0.01
16688,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,13.83,0.2,73,9,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1350,summer,fossorial,no,no,0.014
16689,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,13.92,0.7,96,15,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1355,summer,fossorial,no,no,0.039
16691,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-02-03,14.25,2.2,135,20,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1415,summer,fossorial,yes,no,0.16
16692,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-02-03,14.42,2,143,23,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1425,summer,fossorial,yes,no,0.158
16693,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,14.45,0.2,61,10,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1427,summer,fossorial,no,no,0
16694,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,14.47,1,115,16,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1428,summer,fossorial,no,no,0.0365
16695,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,14.68,0.2,64,11,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1441,summer,fossorial,no,no,0.004
16696,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,14.9,0.2,69,10,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1454,summer,fossorial,no,no,0.0395
16697,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-02-03,14.97,1.7,128,20,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1458,summer,fossorial,yes,no,0.1325
16698,KLL,20.43,-26.23,Heliobolus lugubris,M,1970-02-03,15.62,5.2,58,93,37.4,31.7,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1537,summer,diurnal,yes,no,0.4
16699,KLL,20.43,-26.23,Acontias kgalagadi,M,1970-02-03,16.5,1.5,120,19,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1630,summer,fossorial,no,no,0.42
16700,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-02-03,16.53,1.5,123,19,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,1632,summer,fossorial,no,no,0.0715
16701,KLL,20.43,-26.23,Heliobolus lugubris,F,1970-02-03,17.23,5,62,107,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1714,summer,diurnal,yes,no,0.4
16702,KLL,20.43,-26.23,Trachylepis occidentalis,F,1970-02-03,17.38,10.7,79,74,36.4,28.5,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1723,summer,diurnal,no,no,0.21
16703,KLL,20.43,-26.23,Acontias kgalagadi,F,1970-02-03,NA,1,115,15,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,NA,summer,fossorial,no,no,0.076
16704,KLL,20.43,-26.23,Acontias kgalagadi,J,1970-02-03,NA,0.2,67,10,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,NA,summer,fossorial,no,no,0.0345
16705,KLL,20.43,-26.23,Trachylepis sparsa,M,1970-02-03,16,15.5,83,105,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1600,summer,diurnal,yes,no,0.2
16706,KLL,20.43,-26.23,Chondrodactylus angulifer,M,1970-02-03,21.63,12.5,79,60,23.2,23.5,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2138,summer,nocturnal,no,no,1
16707,KLL,20.43,-26.23,Chondrodactylus angulifer,M,1970-02-03,21.85,11,72,58,23.1,23.7,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2151,summer,nocturnal,no,no,0.5
16708,KLL,20.43,-26.23,Chondrodactylus angulifer,F,1970-02-03,22,5.7,61,NA,23.1,25.7,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2200,summer,nocturnal,no,no,0.65
16710,KLL,20.43,-26.23,Chondrodactylus angulifer,M,1970-02-03,22.08,31,98,51,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2205,summer,nocturnal,no,no,0.9
