Number,Genus_species,Sex,SVL,Wt,Tail,RTL,LTL,TotTL,TotTVoL
,Rhynchoedura_ornata           ,MALE,41,1,31,1,1,,2
,Rhynchoedura_ornata           ,MALE,49,2.5,41,3,3,,6
,Rhynchoedura_ornata           ,MALE,52,2.5,43,2,2,,4
,Rhynchoedura_ornata           ,MALE,48,1.5,38,2,2,,4
,Rhynchoedura_ornata           ,MALE,42,1.5,30,2,2,,4
,Rhynchoedura_ornata           ,MALE,51,1.5,43,2,2,,4
,Rhynchoedura_ornata           ,MALE,48,1.2,35,1.5,1.5,,3
,Rhynchoedura_ornata           ,MALE,46,1.5,38,2,2,,4
,Rhynchoedura_ornata           ,MALE,47,2.2,38,2,2,,4
,Rhynchoedura_ornata           ,MALE,47,1.5,37,3,3,,6
,Rhynchoedura_ornata           ,MALE,44,1.2,34,2,1.5,,3.5
,Rhynchoedura_ornata           ,MALE,45,1.5,35,2,2,,4
,Rhynchoedura_ornata           ,MALE,50,1.7,,2,2,,4
,Rhynchoedura_ornata           ,MALE,50,2,40,3,3,,6
,Rhynchoedura_ornata           ,MALE,51,2.2,32,3,3,,6
,Rhynchoedura_ornata           ,MALE,47,0.7,41,3,4,,7
,Rhynchoedura_ornata           ,MALE,55,2.2,,5,5,,10
,Rhynchoedura_ornata           ,MALE,54,2.7,,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,33,0.5,25,1,1,,2
,Rhynchoedura_ornata           ,MALE,50,2,39,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,51,2,40,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,48,2,40,5,5,,10
,Rhynchoedura_ornata           ,MALE,54,2,,4.5,5,,9.5
,Rhynchoedura_ornata           ,MALE,48,1.7,38,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,1.7,40,4,4,,8
,Rhynchoedura_ornata           ,MALE,51,2,38,3,3,,6
,Rhynchoedura_ornata           ,MALE,46,1,,3,4,,7
,Rhynchoedura_ornata           ,MALE,46,1.5,40,3,3,,6
,Rhynchoedura_ornata           ,MALE,48,1.5,42,3.5,4,,7.5
,Rhynchoedura_ornata           ,MALE,47,1.5,42,3.5,3.5,,7
,Rhynchoedura_ornata           ,MALE,44,1,38,3,3,,6
,Rhynchoedura_ornata           ,MALE,50,1.7,44,4,4,,8
,Rhynchoedura_ornata           ,MALE,52,2,,5.5,5,,10.5
,Rhynchoedura_ornata           ,MALE,48,1.7,,3,4,,7
,Rhynchoedura_ornata           ,MALE,50,2,40,4,4.5,,8.5
,Rhynchoedura_ornata           ,MALE,50,2,43,3,3,,6
,Rhynchoedura_ornata           ,MALE,46,1.5,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,51,2,45,5,4.5,,9.5
,Rhynchoedura_ornata           ,MALE,49,1.7,42,3,3,,6
,Rhynchoedura_ornata           ,MALE,50,2,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,46,2,38,4.5,4.5,,9
,Rhynchoedura_ornata           ,MALE,50,2,,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.7,44,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.2,,3,3.5,,6.5
,Rhynchoedura_ornata           ,MALE,49,2.2,39,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,,3.5,3,,6.5
,Rhynchoedura_ornata           ,MALE,47,2,43,3,3.5,,6.5
,Rhynchoedura_ornata           ,MALE,52,2,43,5,5,,10
,Rhynchoedura_ornata           ,MALE,51,2,,4,4,,8
,Rhynchoedura_ornata           ,MALE,43,1.5,36,3,3,,6
,Rhynchoedura_ornata           ,MALE,45,1.2,37,3,3,,6
,Rhynchoedura_ornata           ,MALE,45,1.2,38,3,3.5,,6.5
,Rhynchoedura_ornata           ,MALE,44,1.5,37,3,3,,6
,Rhynchoedura_ornata           ,MALE,46,1.7,39,4,4,,8
,Rhynchoedura_ornata           ,MALE,42,1.2,36,3,3,,6
,Rhynchoedura_ornata           ,MALE,41,1,34,3,2.5,,5.5
,Rhynchoedura_ornata           ,MALE,47,2,38,3,3,,6
,Rhynchoedura_ornata           ,MALE,51,2.2,41,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,46,1.7,,3,3,,6
,Rhynchoedura_ornata           ,MALE,48,2,40,5,4,,9
,Rhynchoedura_ornata           ,MALE,49,2.2,44,3.5,3,,6.5
,Rhynchoedura_ornata           ,MALE,51,1.7,41,3,3,,6
,Rhynchoedura_ornata           ,MALE,50,2.2,46,4,4,,8
,Rhynchoedura_ornata           ,MALE,49,2,,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,48.5,1.5,,3.5,3,,6.5
,Rhynchoedura_ornata           ,MALE,50,2,43,4,4,,8
,Rhynchoedura_ornata           ,MALE,51,2,39,4,4,,8
,Rhynchoedura_ornata           ,MALE,55,2.2,45,4,4,,8
,Rhynchoedura_ornata           ,MALE,49,2,42,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,54,2.2,39,5,5,,10
,Rhynchoedura_ornata           ,MALE,54,3.5,49,4,4,,8
,Rhynchoedura_ornata           ,MALE,52,2.7,,5,4.5,,9.5
,Rhynchoedura_ornata           ,MALE,48,2,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,1.7,40,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.2,43,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,48,2,42,5,4,,9
,Rhynchoedura_ornata           ,MALE,51,2.7,46,5,5,,10
,Rhynchoedura_ornata           ,MALE,53,2.5,,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,46,1.7,42,4.5,4.5,,9
,Rhynchoedura_ornata           ,MALE,43,1.5,35,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,41,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,42,1,,3,3,,6
,Rhynchoedura_ornata           ,MALE,51,2,38,3,3,,6
,Rhynchoedura_ornata           ,MALE,50,2,,5,4,,9
,Rhynchoedura_ornata           ,MALE,48,1,,4,4,,8
,Rhynchoedura_ornata           ,MALE,46,1.3,38,4,4,,8
,Rhynchoedura_ornata           ,MALE,47,1.3,38,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,1.5,41,1,1,,2
,Rhynchoedura_ornata           ,MALE,49,2,40,3.5,4,,7.5
,Rhynchoedura_ornata           ,MALE,47,1,40,1,1,,2
,Rhynchoedura_ornata           ,MALE,47,1.5,43,4.5,5,,9.5
,Rhynchoedura_ornata           ,MALE,49,2,42,4,4,,8
,Rhynchoedura_ornata           ,MALE,44,1.2,38,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,48,1.5,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,45,1.5,36,3.5,3.5,,7
,Rhynchoedura_ornata           ,MALE,43,1,36,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.2,43,4,4.5,,8.5
,Rhynchoedura_ornata           ,MALE,50,2,39,4,4,,8
,Rhynchoedura_ornata           ,MALE,47,1.5,42,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,45,1.3,35,4,3,,7
,Rhynchoedura_ornata           ,MALE,50,2,42,3.5,3,,6.5
,Rhynchoedura_ornata           ,MALE,47,2,43,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,1.7,38,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,50,1.7,,4,4,,8
,Rhynchoedura_ornata           ,MALE,46,1.5,38,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.2,,4,4,,8
,Rhynchoedura_ornata           ,MALE,49,2,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,50,2.2,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,44,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,41,3,3,,6
,Rhynchoedura_ornata           ,MALE,46,2,38,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,44,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,32,0.3,,1,1,,2
,Rhynchoedura_ornata           ,MALE,46,2,39,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,2,,4,4,,8
,Rhynchoedura_ornata           ,MALE,48,1.7,37,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,45,1.5,34,3,3,,6
,Rhynchoedura_ornata           ,MALE,46,2,,4,4,,8
,Rhynchoedura_ornata           ,MALE,47,2,,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,48,2,41,4,4,,8
,Rhynchoedura_ornata           ,MALE,52,1.8,,4,4,,8
,Rhynchoedura_ornata           ,MALE,47,2,42,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,46,2,37,4,4,,8
,Simoselaps_anomalus,MALE,173,3.5,24,,,,
,Simoselaps_anomalus,MALE,176,3.1,25,4,5,,9
,Simoselaps_anomalus,MALE,172,3.9,27,7,8,,15
,Simoselaps_anomalus,MALE,172,4.3,25,6,5,,11
,Simoselaps_anomalus,MALE,171,3.7,26,7,6,,13
,Simoselaps_anomalus,MALE,170,4.3,27,6,6,,12
,Simoselaps_anomalus,MALE,168,3.7,26,5,5,,10
,Simoselaps_anomalus,MALE,186,4.8,28,6,6,,12
,Simoselaps_anomalus,MALE,168,3.8,26,6,5,,11
,Simoselaps_anomalus,MALE,171,3.6,26,4.5,5,,9.5
,Simoselaps_anomalus,MALE,170,3.8,26,4,4,,8
,Simoselaps_anomalus,MALE,175,3.8,25,6,4,,10
,Simoselaps_anomalus,MALE,162,3.5,26,5,5,,10
,Simoselaps_anomalus,MALE,180,4.4,27,6,6,,12
,Simoselaps_anomalus,MALE,170,4.2,29,4,5,,9
,Simoselaps_anomalus,MALE,179,4.4,26,5,5,,10
,Simoselaps_anomalus,MALE,173,3.8,24,6,6,,12
,Simoselaps_anomalus,MALE,170,3.7,27,5,6,,11
,Simoselaps_anomalus,MALE,166,4,26,5,,,
,Simoselaps_anomalus,MALE,183,5.2,28.5,2.5,2.5,,5
,Simoselaps_anomalus,MALE,128,1.2,18,3,4,,7
,Simoselaps_anomalus,MALE,142,2.2,22,2,2,,4
,Simoselaps_anomalus,MALE,134,2.1,22,7,6,,13
,Simoselaps_anomalus,MALE,168,4,23,5,6,,11
,Simoselaps_anomalus,MALE,170,3.2,14,5,6,,11
,Simoselaps_anomalus,MALE,188,6.6,21,7,8,,15
,Simoselaps_anomalus,MALE,108,0.8,13,1,1,,2
,Simoselaps_anomalus,MALE,173,2.3,24,5,6,,11
,Simoselaps_anomalus,MALE,178,3.3,26,7,6,,13
,Simoselaps_anomalus,MALE,176,3.9,24,6,5,,11
,Simoselaps_anomalus,MALE,180,4.1,24,5,5,,10
,Simoselaps_anomalus,MALE,175,3.4,23,5,,,
,Simoselaps_anomalus,MALE,180,4.5,26,5.5,6,,11.5
,Simoselaps_anomalus,MALE,174,2.9,25,3,4,,7
,Simoselaps_anomalus,MALE,158,3.1,22,6,5,,11
,Simoselaps_anomalus,MALE,185,4.4,25,5,5,,10
,Simoselaps_anomalus,MALE,176,2.8,25,5,4,,9
,Simoselaps_anomalus,MALE,126,1.4,13,1,1,,2
,Simoselaps_anomalus,MALE,176,3.3,27,2.5,,,
,Simoselaps_anomalus,MALE,150,2.2,22,3,3,,6
,Simoselaps_anomalus,MALE,191,4.3,23,4,3.5,,7.5
,Simoselaps_anomalus,MALE,183,4.5,25,3,,,
,Simoselaps_anomalus,MALE,173,3.6,23,3,3,,6
,Simoselaps_anomalus,MALE,161,2.5,22,3,3,,6
,Simoselaps_anomalus,MALE,95,0.5,9,1,1,,2
,Simoselaps_anomalus,MALE,93,0.4,13,1,1,,2
,Simoselaps_anomalus,MALE,149,2.8,22,5,6,,11
,Simoselaps_anomalus,MALE,163,3.5,22,5,4,,9
,Simoselaps_anomalus,MALE,154,3.4,22,4,5,,9
,Simoselaps_anomalus,MALE,182,4,25,7,6,,13
,Simoselaps_anomalus,MALE,168,3.1,25,6,5,,11
,Simoselaps_anomalus,MALE,177,3.8,25,6,6,,12
,Simoselaps_anomalus,MALE,172,3.9,24,5.5,6,,11.5
,Simoselaps_anomalus,MALE,168,4,23,5,5,,10
,Simoselaps_anomalus,MALE,167,3.2,22,7,6,,13
,Simoselaps_anomalus,MALE,168,3.6,25,5,5,,10
,Simoselaps_anomalus,MALE,177,4.8,24,5.5,4,,9.5
,Simoselaps_anomalus,MALE,164,3.5,22,6,5,,11
,Simoselaps_anomalus,MALE,172,3,24,5.5,5.5,,11
,Simoselaps_anomalus,MALE,175,4,22,8,7,,15
,Simoselaps_anomalus,MALE,173,3.8,26,7,6,,13
,Simoselaps_anomalus,MALE,169,4,25,6,6,,12
,Simoselaps_anomalus,MALE,161,3.5,23,5,6,,11
,Simoselaps_anomalus,MALE,176,4,22,4,4.5,,8.5
,Simoselaps_anomalus,MALE,175,4,25,5,6,,11
,Simoselaps_anomalus,MALE,180,4.3,26,7,6,,13
,Simoselaps_anomalus,MALE,178,4,23,6,7,,13
,Simoselaps_anomalus,MALE,170,3.7,21,7,,,
,Simoselaps_anomalus,MALE,167,3.8,25,6,6,,12
,Simoselaps_anomalus,MALE,165,3.7,23,7,6,,13
,Simoselaps_anomalus,MALE,172,3.2,25,5,4.5,,9.5
,Simoselaps_anomalus,MALE,183,4.2,24,7,6,,13
,Simoselaps_anomalus,MALE,172,4,27,6,6.5,,12.5
,Simoselaps_anomalus,MALE,173,4.1,22,6,7,,13
,Simoselaps_anomalus,MALE,180,4.8,27,4,5,,9
,Simoselaps_anomalus,MALE,205,6.7,29,7,8,,15
245.04,Simoselaps_anomalus,MALE,165,3.4,22,7,6,245.04,13
245.04,Simoselaps_anomalus,MALE,166,3.8,24,6,7,245.04,13
226.2,Simoselaps_anomalus,MALE,173,4.1,25,6,6,226.2,12
226.2,Simoselaps_anomalus,MALE,171,3.3,24,7,5,226.2,12
163.36,Simoselaps_anomalus,MALE,173,4.3,23,6,6,163.36,12
295.31,Simoselaps_anomalus,MALE,164,3.5,23,6,5,295.31,11
188.5,Simoselaps_anomalus,MALE,168,4.2,23,5,5,188.5,10
226.2,Simoselaps_anomalus,MALE,172,4,24,6,6,226.2,12
226.2,Simoselaps_anomalus,MALE,165,2.9,21,6,6,226.2,12
263.89,Simoselaps_anomalus,MALE,173,3.5,25,7,7,263.89,14
314.16,Simoselaps_anomalus,MALE,174,4,23,6,6,314.16,12
128.81,Simoselaps_anomalus,MALE,185,5.4,27,6,6,128.81,12
154.99,Simoselaps_anomalus,MALE,167,3.6,26,6,5,154.99,11
245.04,Simoselaps_anomalus,MALE,175,3,25,7,6,245.04,13
42.41,Simoselaps_anomalus,MALE,170,3.2,25,1,5,42.41,6
226.2,Simoselaps_anomalus,MALE,180,3.8,23,6,6,226.2,12
235.62,Simoselaps_anomalus,MALE,185,4.4,27,6.5,6,235.62,12.5
226.2,Simoselaps_anomalus,MALE,170,3.9,19,6,6,226.2,12
368.61,Simoselaps_anomalus,MALE,169,3.9,24,6,5,368.61,11
435.64,Simoselaps_anomalus,MALE,179,3.3,26,6,7,435.64,13
201.06,Simoselaps_anomalus,MALE,167,3.2,23,8,6,201.06,14
226.2,Simoselaps_anomalus,MALE,168,3.6,25,6,6,226.2,12
245.04,Simoselaps_anomalus,MALE,170,4,25,7,6,245.04,13
75.4,Simoselaps_anomalus,MALE,159,3.3,20,4,5,75.4,9
245.04,Simoselaps_anomalus,MALE,182,4.9,27,7,6,245.04,13
,Simoselaps_bertholdi,MALE,232,9.3,31,8,8,,16
,Simoselaps_bertholdi,MALE,219,7.7,29,8,7,,15
,Simoselaps_bertholdi,MALE,189,4.7,27,7,6,,13
,Simoselaps_bertholdi,MALE,204,6.2,27,7,8,,15
,Simoselaps_bertholdi,MALE,191,6.1,26,6,6,,12
,Simoselaps_bertholdi,MALE,232,11.3,32,6,6,,12
,Simoselaps_bertholdi,MALE,214,8.2,29,8,6,,14
,Simoselaps_bertholdi,MALE,217,7.5,29,7,8,,15
,Simoselaps_bertholdi,MALE,198,5.4,28,6,5,,11
,Simoselaps_bertholdi,MALE,192,5.8,27,4,,,
,Simoselaps_bertholdi,MALE,207,5.2,25,5,6,,11
,Simoselaps_bertholdi,MALE,223,7.7,30,8,9,,17
,Simoselaps_bertholdi,MALE,188,4.5,25,6,8,,14
,Simoselaps_bertholdi,MALE,104,0.8,9,1,1,,2
,Simoselaps_bertholdi,MALE,190,4,23,4,4,,8
,Simoselaps_bertholdi,MALE,98,0.4,9,1,1,,2
,Simoselaps_bertholdi,MALE,220,8.2,30,7,5,,12
,Simoselaps_bertholdi,MALE,219,8.1,26,10,10,,20
,Simoselaps_bertholdi,MALE,204,6.6,26,7,6,,13
,Simoselaps_bertholdi,MALE,238,10.9,30,8,9,,17
,Simoselaps_bertholdi,MALE,210,7.3,,10,8,,18
,Simoselaps_bertholdi,MALE,221,8.6,27,8,10,,18
,Simoselaps_bertholdi,MALE,185,5.1,25,9,9,,18
,Simoselaps_bertholdi,MALE,220,8.1,27,9,8,,17
,Simoselaps_bertholdi,MALE,210,7.6,26,8,8,,16
,Simoselaps_bertholdi,MALE,215,8.4,27,8,8,,16
,Simoselaps_bertholdi,MALE,202,5.9,25,8,7,,15
,Simoselaps_bertholdi,MALE,220,9,30,8,7,,15
,Simoselaps_bertholdi,MALE,235,8.7,29,6,8,,14
,Simoselaps_bertholdi,MALE,155,2.9,18,1,1,,2
1047.2,Simoselaps_bertholdi,MALE,210,7.4,25,10,10,1047.2,20
263.89,Simoselaps_bertholdi,MALE,202,4.9,23,8,6,263.89,14
536.17,Simoselaps_bertholdi,MALE,226,11.2,28,8,8,536.17,16
569.68,Simoselaps_bertholdi,MALE,252,11.2,32,8,9,569.68,17
508.94,Simoselaps_bertholdi,MALE,222,8.3,28,11,9,508.94,20
385.37,Simoselaps_bertholdi,MALE,225,8.5,26,8,7,385.37,15
339.29,Simoselaps_bertholdi,MALE,235,9.5,24,9,9,339.29,18
418.88,Simoselaps_bertholdi,MALE,244,9.6,26,8,8,418.88,16
739.32,Simoselaps_bertholdi,MALE,239,9.8,29,8,9,739.32,17
,Sminthopsis_hirtipes,MALE,87,17,86,,,,
482216.22,Snake,MALE,490,18.7,150,2.7,3.3,,6
471.24,Snake_mouse_kill,MALE,305,8.8,,13.5,11.5,471.24,25
46.82,Sphenomorphus_quoyi,MALE,,,,3,5.4,46.82,8.4
348.19,Suta_fasciata,MALE,314,14.8,36,15,17,348.19,32
179.22,Suta_monachus,MALE,257,5.7,33,13,12,179.22,25
9.03,Suta_monachus,MALE,125,0.8,14,4.5,4.3,9.03,8.8
401.64,Suta_monachus,MALE,289,7.6,40,15,14.5,401.64,29.5
105.81,Suta_monachus,MALE,253,5.4,32,12,12,105.81,24
94.25,Suta_monachus,MALE,270,6,28,12,8,94.25,20
88.63,Suta_monachus,MALE,286,6.6,35,1.2,6.8,88.63,8
83.32,Suta_monachus,MALE,226,3.5,29,10,12,83.32,22
63.62,Suta_monachus,MALE,230,3.8,28,9,9.5,63.62,18.5
597.43,Suta_monachus,MALE,311,11.5,41,14,13,597.43,27
31.83,Suta_monachus,MALE,237,4,34,11,4.2,31.83,15.2
242.16,Suta_monachus,MALE,211,2.8,23,10,8.5,242.16,18.5
15.18,Suta_monachus,MALE,152,1.2,20,5.2,5.8,15.18,11
123.57,Suta_monachus,MALE,274,6.7,35,12.5,12,123.57,24.5
85.77,Suta_monachus,MALE,244,4.3,26,11,7.2,85.77,18.2
358.7,Suta_monachus,MALE,350,12.5,40,14,14.5,358.7,28.5
77.73,Suta_monachus,MALE,270,5.8,31,11,10.2,77.73,21.2
58.81,Suta_monachus,MALE,235,4.1,32,10,9.5,58.81,19.5
53.2,Suta_monachus,MALE,230,3.9,26,11,10,53.2,21
598.4,Suta_monachus,MALE,363,15.9,43,19.5,16,598.4,35.5
872.32,Suta_monachus,MALE,376,19.8,44,17,17,872.32,34
104.72,Suta_monachus,MALE,221,4,25,6.3,6.2,104.72,12.5
50.57,Suta_monachus,MALE,236,3.7,26,6.3,6,50.57,12.3
201.06,Suta_monachus,MALE,284,8.3,37,8,6,201.06,14
,Tiliqua_multifasciata,MALE,244,245,,13,13,,26
,Tiliqua_multifasciata,MALE,228,241,108,16,13,,29
83.78,Tiliqua_multifasciata,MALE,133,47.8,58,6,4,83.78,10
670.21,Tiliqua_multifasciata,MALE,234,232,116,12,8,670.21,20
29.85,Tiliqua_multifasciata,MALE,115,33.5,45,5,3,29.85,8
,Tiliqua_occipitalis,MALE,276,262,140,,,,
130.9,Varanus_brevicauda,MALE,77,7,72,5,5,130.9,10
,Varanus_brevicauda,MALE,82,8.2,67,,,,
,Varanus_brevicauda,MALE,86,7.6,82,,,,
,Varanus_brevicauda,MALE,93,9.8,84,,,,
,Varanus_brevicauda,MALE,88,9.2,84,,,,
226.2,Varanus_brevicauda,MALE,86,9,82,6,6,226.2,12
292.69,Varanus_brevicauda,MALE,95,13,88,7,6,292.69,13
,Varanus_brevicauda,MALE,99,12.3,88,,,,
,Varanus_brevicauda,MALE,92,11.3,79,,,,
,Varanus_brevicauda,MALE,95,8.9,84,,,,
400.03,Varanus_brevicauda,MALE,92,12.4,89,7,8,400.03,15
178.55,Varanus_brevicauda,MALE,82,7.8,76,5,6,178.55,11
536.17,Varanus_brevicauda,MALE,94,12.5,82,8,8,536.17,16
686.96,Varanus_brevicauda,MALE,91,10.1,87,8,8,686.96,16
292.69,Varanus_brevicauda,MALE,95,10.7,90,6,7,292.69,13
502.66,Varanus_brevicauda,MALE,95,8.8,84,7,8,502.66,15
263.89,Varanus_brevicauda,MALE,91,9.6,83,7,7,263.89,14
536.17,Varanus_brevicauda,MALE,83,8.8,78,8,8,536.17,16
263.89,Varanus_brevicauda,MALE,90,10,88,7,7,263.89,14
469.15,Varanus_brevicauda,MALE,90,9.7,,7,7,469.15,14
226.2,Varanus_brevicauda,MALE,90,8.7,78,6,6,226.2,12
183.26,Varanus_brevicauda,MALE,79,6.9,75,7,7,183.26,14
263.89,Varanus_brevicauda,MALE,82,6.6,79,7,7,263.89,14
311.54,Varanus_brevicauda,MALE,100,10.7,95,7,7,311.54,14
157.08,Varanus_brevicauda,MALE,83,7.1,73,6,6,157.08,12
188.5,Varanus_brevicauda,MALE,90,12.3,90,5,5,188.5,10
245.04,Varanus_brevicauda,MALE,88,7.4,80,6,7,245.04,13
150.27,Varanus_brevicauda,MALE,81,10.9,87,7,7,150.27,14
226.2,Varanus_brevicauda,MALE,90,10.3,88,6,6,226.2,12
263.89,Varanus_brevicauda,MALE,83,10,78,7,7,263.89,14
282.74,Varanus_brevicauda,MALE,86,10,82,8,7,282.74,15
226.2,Varanus_brevicauda,MALE,97,11.6,90,6,6,226.2,12
825.19,Varanus_brevicauda,MALE,91,10.8,90,9,10,825.19,19
226.2,Varanus_brevicauda,MALE,89,8.9,79,6,6,226.2,12
292.17,Varanus_brevicauda,MALE,88,10,86,8,7.5,292.17,15.5
329.87,Varanus_brevicauda,MALE,90,10,86,8,9.5,329.87,17.5
282.74,Varanus_brevicauda,MALE,85,6.8,80,7,8,282.74,15
292.69,Varanus_brevicauda,MALE,85,7.1,82,6,7,292.69,13
226.2,Varanus_brevicauda,MALE,83,7.4,78,6,6,226.2,12
226.2,Varanus_brevicauda,MALE,87,7.3,79,6,6,226.2,12
197.92,Varanus_brevicauda,MALE,88,6.7,85,5,5.5,197.92,10.5
263.89,Varanus_brevicauda,MALE,85,7.6,82,7,7,263.89,14
320.44,Varanus_brevicauda,MALE,85,8.5,80,9,8,320.44,17
346.62,Varanus_brevicauda,MALE,92,10.2,88,8,7.5,346.62,15.5
301.59,Varanus_brevicauda,MALE,80,7.5,73,8,8,301.59,16
,Varanus_caudolineatus,MALE,,,,3,2,,5
,Varanus_caudolineatus,MALE,117,23.5,150,7,6,,13
,Varanus_caudolineatus,MALE,98,12,125,5,6,,11
,Varanus_caudolineatus,MALE,110,15,145,5.5,5.5,,11
,Varanus_caudolineatus,MALE,110,21.5,,7,6,,13
,Varanus_caudolineatus,MALE,110,13.5,127,6,6,,12
,Varanus_caudolineatus,MALE,116,19.7,,7,5,,12
,Varanus_caudolineatus,MALE,118,22,160,5,7.5,,12.5
819.33,Varanus_eremius,MALE,,,,10,9,819.33,19
536.17,Varanus_eremius,MALE,161,50.5,274,8,8,536.17,16
819.33,Varanus_eremius,MALE,150,40,246,9,10,819.33,19
713.36,Varanus_eremius,MALE,155,,245,9,9,713.36,18
30.26,Varanus_eremius,MALE,107,15,187,2.5,2.5,30.26,5
58.64,Varanus_eremius,MALE,108,16.5,186,3.5,3.5,58.64,7
157.96,Varanus_eremius,MALE,120,23.5,202,5.5,4.5,157.96,10
6.28,Varanus_eremius,MALE,95,10.5,156,1.5,1.5,6.28,3
16.42,Varanus_eremius,MALE,107,18.5,193,2,2,16.42,4
169.12,Varanus_eremius,MALE,153,43.5,278,5,5.5,169.12,10.5
130.9,Varanus_eremius,MALE,119,29,212,5,5,130.9,10
240.52,Varanus_eremius,MALE,151,46.5,261,6,5.5,240.52,11.5
273.7,Varanus_eremius,MALE,143,41,252,6,6,273.7,12
865.56,Varanus_eremius,MALE,156,46,281,10,9.5,865.56,19.5
14.16,Varanus_eremius,MALE,97,12,165,2,2,14.16,4
69.87,Varanus_eremius,MALE,105,15,183,4,3.5,69.87,7.5
447.68,Varanus_eremius,MALE,127,24.5,216,8,7,447.68,15
406.42,Varanus_eremius,MALE,148,41,256,7.5,7,406.42,14.5
670.72,Varanus_eremius,MALE,142,38.7,,9,8.5,670.72,17.5
925.31,Varanus_eremius,MALE,152,46,264,10,10,925.31,20
494.91,Varanus_eremius,MALE,133,28.5,220,7.5,8,494.91,15.5
536.17,Varanus_eremius,MALE,136,32.5,230,8,8,536.17,16
819.33,Varanus_eremius,MALE,146,35.5,245,10,9,819.33,19
582.12,Varanus_eremius,MALE,130,26.7,224,8.5,8,582.12,16.5
240.52,Varanus_eremius,MALE,120,22.2,211,6,5.5,240.52,11.5
713.36,Varanus_eremius,MALE,161,61,285,9,9,713.36,18
925.31,Varanus_eremius,MALE,156,53.7,293,10,10,925.31,20
582.12,Varanus_eremius,MALE,161,60,293,8,8.5,582.12,16.5
582.12,Varanus_eremius,MALE,131,27.5,216,8,8.5,582.12,16.5
453.65,Varanus_eremius,MALE,140,33.2,230,7.5,7.5,453.65,15
273.7,Varanus_eremius,MALE,138,30.2,223,6,6,273.7,12
670.99,Varanus_eremius,MALE,146,42.5,225,8,9.5,670.99,17.5
406.42,Varanus_eremius,MALE,137,33.5,233,7,7.5,406.42,14.5
819.33,Varanus_eremius,MALE,152,57,242,10,9,819.33,19
1038.61,Varanus_eremius,MALE,161,52.4,263,11,10,1038.61,21
1038.61,Varanus_eremius,MALE,,,,10,11,1038.61,21
624.76,Varanus_eremius,MALE,137,33.4,225,9,8,624.76,17
819.33,Varanus_eremius,MALE,145,41.3,242,10,9,819.33,19
1385.45,Varanus_eremius,MALE,153,40.4,255,12,12,1385.45,24
447.68,Varanus_eremius,MALE,151,44.1,250,7,8,447.68,15
273.84,Varanus_eremius,MALE,136,29.4,231,7,5,273.84,12
316.44,Varanus_eremius,MALE,126,27.7,215,7,6,316.44,13
447.68,Varanus_eremius,MALE,153,36.9,257,8,7,447.68,15
273.7,Varanus_eremius,MALE,146,37.6,258,6,6,273.7,12
134.8,Varanus_eremius,MALE,138,29.6,220,5,4,134.8,9
188.5,Varanus_eremius,MALE,147,36.7,247,5,5,188.5,10
273.7,Varanus_eremius,MALE,140,39.6,238,6,6,273.7,12
188.5,Varanus_eremius,MALE,126,24.7,216,5,5,188.5,10
188.5,Varanus_eremius,MALE,151,48.8,245,5,5,188.5,10
447.68,Varanus_eremius,MALE,150,49.4,248,8,7,447.68,15
536.17,Varanus_eremius,MALE,145,41,233,8,8,536.17,16
